COUNTRY_(ISO),CODE,YEAR,TFR ,EXPFA1,EXPFA2,FA1_V3,FA2_V3,FA3_V3,DI,TB12,EARN,FW,MW,FLFP,UNEMP,AGRIC,PPP1,PPP2,CPI,IMR,PREM
US ,22,1972,2.01,,,0.0,0.0,0.0,11.5,703,8005,2.72,4.27,50.0,5.6,4.4,1.00,1.00,21.41,18.5,42.9
US ,22,1973,1.88,,,0.0,0.0,0.0,11.5,737,8569,2.88,4.59,51.0,4.9,4.2,1.00,1.00,22.74,17.7,45.8
US ,22,1974,1.84,,,0.0,0.0,0.0,11.7,797,9110,3.11,4.96,52.2,5.6,4.2,1.00,1.00,25.25,16.7,48.6
US ,22,1975,1.77,,,0.0,0.0,0.0,13.6,989,9819,3.42,5.41,53.1,8.5,4.1,1.00,1.00,27.56,16.1,51.4
US ,22,1976,1.74,,,0.0,0.0,0.0,11.8,945,10749,3.86,5.80,54.3,7.7,3.9,1.00,1.00,29.14,15.2,51.5
US ,22,1977,1.79,,,0.0,0.0,0.0,10.8,950,11767,4.12,6.35,55.7,7.1,3.7,1.00,1.00,31.03,14.1,51.6
US ,22,1978,1.76,,,0.0,0.0,0.0,9.8,954,12941,4.52,6.88,57.5,6.1,3.7,1.00,1.00,33.40,13.8,51.6
US ,22,1979,1.81,,,0.0,0.0,0.0,12.3,1258,13940,4.92,7.50,58.7,5.8,3.6,1.00,1.00,37.16,13.1,51.7
US ,22,1980,1.84,,0.46,0.0,0.0,0.0,12.4,1340,14949,5.34,8.14,59.5,7.1,3.6,1.00,1.00,42.20,12.6,51.8
US ,22,1981,1.81,,0.43,0.0,0.0,0.0,13.1,1502,16471,5.80,8.97,60.5,7.6,3.5,1.00,1.00,46.56,11.9,51.9
US ,22,1982,1.83,,0.41,0.0,0.0,0.0,12.0,1449,17136,6.37,9.49,61.2,9.7,3.6,1.00,1.00,49.41,11.5,53.7
US ,22,1983,1.80,,0.41,0.0,0.0,0.0,11.1,1433,18357,6.31,9.09,61.7,9.6,3.5,1.00,1.00,51.00,11.2,55.6
US ,22,1984,1.81,,0.39,0.0,0.0,0.0,10.8,1475,19339,6.49,9.30,62.7,7.5,3.3,1.00,1.00,53.19,10.8,56.0
US ,22,1985,1.84,,0.37,0.0,0.0,0.0,10.7,1503,19980,6.64,9.49,63.8,7.2,3.1,1.00,1.00,55.08,10.6,59.5
US ,22,1986,1.84,,0.20,0.0,0.0,0.0,10.3,1540,20497,6.80,9.69,64.9,7.0,3.1,1.00,1.00,56.13,10.4,60.3
US ,22,1987,1.87,,0.20,0.0,0.0,0.0,9.2,1413,21023,7.09,9.83,66.0,6.2,3.0,1.00,1.00,58.18,10.1,59.9
US ,22,1988,1.93,,0.21,0.0,0.0,0.0,9.2,1476,21643,7.35,9.96,66.9,5.5,2.9,1.00,1.00,60.55,10.0,58.6
US ,22,1989,2.01,,0.20,0.0,0.0,0.0,9.4,1543,22208,7.66,10.16,68.1,5.3,2.9,1.00,1.00,63.48,9.8,58.7
US ,22,1990,2.08,,0.22,0.0,0.0,0.0,9.7,1663,22886,9.10,11.68,68.6,5.6,2.9,1.00,1.00,66.90,9.2,62.6
US ,22,1991,2.06,,0.32,0.0,0.0,0.0,9.5,1722,23566,9.45,12.03,68.4,6.8,2.9,1.00,1.00,69.74,8.9,64.1
US ,22,1992,2.05,,0.31,0.0,0.0,0.0,9.7,1736,24286,9.84,12.26,68.8,7.5,2.9,1.00,1.00,71.85,8.5,65.5
US ,22,1993,2.02,,0.32,0.0,0.0,0.0,9.5,1773,25179,10.09,12.55,68.8,6.9,2.7,1.00,1.00,73.97,8.4,67.0
US ,22,1994,2.00,,0.30,0.0,0.0,0.0,9.4,1818,26178,10.39,12.89,69.6,6.1,2.9,1.00,1.00,75.90,8.0,68.4
US ,22,1995,1.98,,0.30,0.0,0.0,0.0,9.7,1905,26603,10.66,13.19,69.6,5.6,2.9,1.00,1.00,78.03,7.6,70.1
US ,22,1996,1.98,,0.27,0.0,0.0,0.0,10.5,2134,27482,11.04,13.59,69.7,5.4,2.8,1.00,1.00,80.32,7.3,67.1
US ,22,1997,1.97,,0.28,0.0,0.0,0.0,10.1,2139,28584,11.34,14.03,70.0,4.9,2.7,1.00,1.00,82.19,7.2,64.1
US ,22,1998,2.00,,0.15,0.0,0.0,0.0,10.6,2291,29076,11.72,14.32,69.8,4.5,2.7,1.00,1.00,83.47,7.2,61.0
US ,22,1999,2.01,,0.12,0.0,0.0,0.0,14.5,3232,29980,12.29,14.66,70.1,4.2,2.6,1.00,1.00,85.30,7.1,58.0
US ,22,2000,2.06,,0.11,0.0,0.0,0.0,13.8,3178,30918,13.03,15.53,70.8,4.0,2.6,,1.00,88.18,6.9,58.0
US ,22,2001,2.03,,0.10,0.0,0.0,0.0,15.5,3673,31553,13.56,15.94,70.5,4.7,2.5,,1.00,90.67,6.8,61.0
US ,22,2002,2.01,,0.09,0.0,0.0,0.0,17.1,4167,32188,13.98,16.45,70.2,5.8,2.5,,1.00,92.11,7.0,62.0
US ,22,2003,2.04,,0.09,0.0,0.0,0.0,19.7,5009,33459,14.37,16.94,70.4,6.0,1.7,,1.00,94.20,6.9,59.0
US ,22,2004,2.05,,0.08,0.0,0.0,0.0,18.7,4944,34934,14.71,17.38,69.8,5.5,1.6,,1.00,96.72,6.8,61.0
US ,22,2005,2.05,,0.08,0.0,0.0,0.0,24.3,5875,31666,15.11,17.82,69.9,5.1,1.6,,1.00,100.00,6.9,60.0
US ,22,2006,2.10,,,0.0,0.0,0.0,24.2,6037,32503,15.25,18.16,70.0,4.6,1.5,,1.00,103.23,6.7,60.0
US ,22,2007,2.10,,,0.0,0.0,0.0,16.9,5253,41143,15.75,18.57,70.2,4.6,1.4,,1.00,106.17,6.6,60.0
US ,22,2008,2.05,,,0.0,0.0,0.0,17.8,5481,40857,15.65,19.57,70.4,5.8,1.3,,1.00,110.25,6.6,60.0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
